"","Project ID","Project.Type","Offset.Project Operator","Project.Name","Offsets issued","Number of Offsets Un-retired (Estimated, as of Dec. 2018)","Percent of Offsets Sold (Estimated, as of Dec. 2018)","Vintage.Year","Offset Designation","Type of Protocol","Invalidation Period End Date","Issuance Date"
"530","CAOD0006-C","Ozone Depleting Substances","Environmental Credit Corp","ECC-ODS-PA-003",142199,124947,"12%","2012","CCO-0","Compliance",2016-11-12,2013-11-12
"513","CAOD0019-A","Ozone Depleting Substances","A-Gas","DPC Domestic ODS",80612,80612,"0%","2012","CCO-0","Compliance",2016-09-23,2013-09-23
"505","CAOD0052-A","Ozone Depleting Substances","A-Gas","DPC Domestic ODS",45156,45156,"0%","2012","CCO-8","Early Action",2021-12-10,2013-12-10
"445","CALS0055-A","Livestock","Camco International","Double A Dairy",34939,34939,"0%","2012","CCO-0","Compliance",2017-05-13,2014-05-13
"419","CALS0015-B","Livestock","Camco International","District 45 Dairy",10811,10811,"0%","2012","CCO-0","Early Action",2017-05-13,2014-05-13
"378","CALS0082-A","Livestock","Native Energy","Dairy Dreams",13841,0,"100%","2012","CCO-0","Early Action",2018-10-13,2015-10-13
"374","CALS0086-B","Livestock","CSE","CSE AZ Facility I",14412,14412,"0%","2012","CCO-0","Compliance",2018-04-07,2015-04-07
"339","CALS0124-A","Livestock","Blue Spruce Energy","Cottonwood Dairy Livestock",11196,0,"100%","2012","CCO-8","Early Action",2024-06-21,2016-06-21
"328","CAMM0118-C","Mine Methane","Keyrock Energy Inc","Corinth Abandoned Mine",52443,0,"100%","2012","CCO-8","Early Action",2023-11-09,2015-11-09
"327","CAOD0090-A","Ozone Depleting Substances","A-Gas","Coolgas US ODS Project 2",163884,59394,"64%","2012","CCO-8","Compliance",2022-09-23,2014-09-23
"282","CALS0013-B","Livestock","Camco International","Central Sands Dairy LLC",12877,12000,"7%","2012","CCO-0","Compliance",2017-03-25,2014-03-25
"274","CAMM0115-A","Mine Methane","Vessels Coal Inc","Cambria 33 Abandoned Mine",25740,0,"100%","2012","CCO-8","Compliance",2024-02-09,2016-02-09
"232","CALS0036-B","Livestock","Origin Climate Inc.","Brook View Dairy",16583,16583,"0%","2012","CCO-0","Early Action",2017-07-22,2014-07-22
"212","CALS0020-B","Livestock","Camco International","Bridgewater Dairy LLC",13897,0,"100%","2012","CCO-0","Compliance",2017-04-22,2014-04-22
"195","CALS0048-B","Livestock","Environmental Credit Corp","Bos Dairy",1746,1746,"0%","2012","CCO-0","Compliance",2017-06-10,2014-06-10
"181","CAFR0026-H","U.S. Forest","David Dicktel","Blue Source – Pungo River",1890,1890,"0%","2012","CCO-8","Early Action",2024-03-22,2016-03-22
"162","CAFR0031-H","U.S. Forest","Blue Source","Blue Source – Pocosin Lakes",19920,15000,"25%","2012","CCO-8","Compliance",2023-10-27,2015-10-27
"157","CAFR0031-I","U.S. Forest","Blue Source","Blue Source – Pocosin Lakes",2844,0,"100%","2012","CCO-8","Compliance",2023-10-27,2015-10-27
"122","CAFR0029-C","U.S. Forest",NA,"Blue Source – Alligator River",143847,68847,"52%","2012","CCO-8","Compliance",2023-04-07,2015-04-07
"84","CAFR0041-A","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",363420,110000,"70%","2012","CCO-0","Compliance",2018-09-23,2015-09-23
"78","CAFR0041-A2","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",141330,50750,"64%","2012","CCO-0","Compliance",2018-10-27,2015-10-27
"48","CALS0110-A","Livestock","Aurora Ridge Dairy","Aurora Ridge",9443,0,"100%","2012","CCO-3","Compliance",2019-08-09,2016-08-09
"36","CAFR0105-G","U.S. Forest","Northeast Wilderness Trust","Alder Stream Preserve",612,0,"100%","2012","CCO-8","Early Action",2024-08-31,2016-08-31
"1770","CAFR0064-A","U.S. Forest","Forest Carbon Partners","Yurok Tribe Sustainable Forest",1048997,247081,"76%","2011","CCO-8","Compliance",2023-11-09,2015-11-09
"1748","CAOD0065-B","Ozone Depleting Substances","Wilshire Stanford Offsets","WSO 2011 1",54406,44462,"18%","2011","CCO-8","Early Action",2022-02-25,2014-02-25
"1746","CAOD0065-A","Ozone Depleting Substances","Wilshire Stanford Offsets","WSO 2011 1",33097,33097,"0%","2011","CCO-8","Early Action",2022-02-25,2014-02-25
"1740","CALS0060-B","Livestock","Environmental Credit Corp","Windy Ridge Dairy",18165,644,"96%","2011","CCO-0","Compliance",2017-08-26,2014-08-26
"1710","CALS0021-D","Livestock","Camco International","Willow Point Dairy, LLC",9695,0,"100%","2011","CCO-0","Early Action",2018-08-25,2015-08-25
"1694","CAFR0001-H","U.S. Forest","Coastal Ridges LLC","Willits Woods",131654,131654,"0%","2011","CCO-8","Compliance",2021-11-12,2013-11-12
"1661","CALS0010-C","Livestock","Environmental Credit Corp","Will-O-Crest Farms Livestock",387,0,"100%","2011","CCO-8","Compliance",2022-05-13,2014-05-13
"1638","CALS0014-A","Livestock","Camco International","West River Farm Anaerobic",14887,14887,"0%","2011","CCO-0","Early Action",2016-11-12,2013-11-12
"1582","CAFR0058-F","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",5239,5239,"0%","2011","CCO-0","Early Action",2017-09-23,2014-09-23
"1572","CAFR0102-E","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",5388,0,"100%","2011","CCO-3","Compliance",2019-08-31,2016-08-31
"1566","CAFR0057-F","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",7535,7535,"0%","2011","CCO-0","Compliance",2019-02-23,2016-02-23
"1529","CAMM0095-B","Mine Methane","Biothermica Coal Carbon Inc.","Vamox® Demonstration Project",28222,28222,"0%","2011","CCO-0","Early Action",2018-02-24,2015-02-24
"1515","CAFR0123-E","U.S. Forest","Usal Redwood","Usal Redwood Forest",242386,0,"100%","2011","CCO-3","Early Action",2019-08-09,2016-08-09
"1485","CAFR0049-E","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",31327,24786,"21%","2011","CCO-0","Early Action",2019-02-09,2016-02-09
"1461","CAFR0049-E2","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",4038,0,"100%","2011","CCO-3","Early Action",2019-08-09,2016-08-09
"1443","CALS0083-C","Livestock","Camco International","The Dry Creek Dairy",33024,0,"100%","2011","CCO-0","Compliance",2018-08-11,2015-08-11
"1325","CALS0093-A","Livestock","Solar & Renewables Management","Southern Generation",3194,3194,"0%","2011","CCO-0","Early Action",2018-04-07,2015-04-07
"1313","CALS0035-C","Livestock","Origin Climate Inc.","Scenic View Dairy",16828,5567,"67%","2011","CCO-0","Early Action",2019-04-26,2016-04-26
"1266","CALS0012-B","Livestock","Camco International","Riverview Farm Anaerobic",20679,14577,"30%","2011","CCO-0","Compliance",2017-02-25,2014-02-25
"1259","CALS0009-B","Livestock","Environmental Credit Corp","Ridgecrest Dairy",362,0,"100%","2011","CCO-8","Early Action",2022-02-11,2014-02-11
"1233","CAOD0053-B","Ozone Depleting Substances",NA,"RemTec International ODS",95487,26654,"72%","2011","CCO-8","Compliance",2022-08-12,2014-08-12
"1231","CAOD0074-C","Ozone Depleting Substances",NA,"RemTec International ODS",76344,76344,"0%","2011","CCO-8","Early Action",2022-08-26,2014-08-26
"1229","CAOD0074-B","Ozone Depleting Substances",NA,"RemTec International ODS",42696,42696,"0%","2011","CCO-8","Early Action",2022-08-26,2014-08-26
"1227","CAOD0053-C","Ozone Depleting Substances",NA,"RemTec International ODS",24912,18451,"26%","2011","CCO-8","Compliance",2022-08-12,2014-08-12
"1225","CAOD0074-A","Ozone Depleting Substances",NA,"RemTec International ODS",41583,30000,"28%","2011","CCO-8","Early Action",2022-08-26,2014-08-26
"1222","CAOD0077-A","Ozone Depleting Substances","A-Gas","Pure Chem Domestic ODS",55730,55730,"0%","2011","CCO-8","Early Action",2022-11-25,2014-11-25
"1220","CAOD0068-A","Ozone Depleting Substances","A-Gas","Pure Chem Domestic ODS",21870,0,"100%","2011","CCO-0","Compliance",2017-05-13,2014-05-13
"1216","CAOD0067-A","Ozone Depleting Substances","A-Gas","Pure Chem Domestic ODS",30061,0,"100%","2011","CCO-0","Compliance",2017-03-25,2014-03-25
"1214","CAOD0068-B","Ozone Depleting Substances","A-Gas","Pure Chem Domestic ODS",70737,20000,"72%","2011","CCO-8","Compliance",2022-11-25,2014-11-25
"1210","CAOD0068-C","Ozone Depleting Substances","A-Gas","Pure Chem Domestic ODS",38704,0,"100%","2011","CCO-8","Compliance",2023-05-12,2015-05-12
"1181","CALS0032-B","Livestock","Origin Climate Inc.","Pagel's Ponderosa Dairy",10415,0,"100%","2011","CCO-0","Early Action",2017-04-22,2014-04-22
"1128","CALS0008-C","Livestock","Environmental Credit Corp","Miedema Dairy",1330,0,"100%","2011","CCO-8","Compliance",2023-09-08,2015-09-08
"1122","CAFR0073-E","U.S. Forest","Bascom Pacific","McCloud River",15038,0,"100%","2011","CCO-8","Compliance",2023-11-23,2015-11-23
"1068","CAFR0106-D","U.S. Forest","Northeast Wilderness Trust","Howland Research Forest",834,0,"100%","2011","CCO-8","Compliance",2024-08-31,2016-08-31
"1063","CAOD0078-B","Ozone Depleting Substances",NA,"Honeywell ODS Destruction",17063,0,"100%","2011","CCO-8","Early Action",2023-12-22,2015-12-22
"1061","CAOD0078-A","Ozone Depleting Substances",NA,"Honeywell ODS Destruction",49621,49621,"0%","2011","CCO-8","Early Action",2023-07-21,2015-07-21
"1026","CALS0046-B","Livestock","Environmental Credit Corp","Hidden View Dairy",15640,15640,"0%","2011","CCO-0","Compliance",2017-05-13,2014-05-13
"1024","CALS0056-A","Livestock","Environmental Credit Corp","Herrema Dairy",8913,8913,"0%","2011","CCO-0","Early Action",2017-08-12,2014-08-12
"999","CAFR0042-E","U.S. Forest","The Conservation Fund","Gualala River Forest",7944,7944,"0%","2011",NA,"Compliance",NA,NA
"976","CALS0034-B","Livestock","Origin Climate Inc.","Green Valley Dairy",14566,0,"100%","2011","CCO-0","Early Action",2018-02-10,2015-02-10
"973","CAMM0101-A2","Mine Methane","Solvay Chemicals Inc.","Green River Trona Mine",10978,0,"100%","2011","CCO-3","Early Action",2019-08-09,2016-08-09
"971","CAMM0101-A","Mine Methane","Solvay Chemicals Inc.","Green River Trona Mine",80508,0,"100%","2011","CCO-0","Early Action",2019-01-26,2016-01-26
"952","CAFR0063-F","U.S. Forest","Green Assets","Green Assets – Middleton",38028,17516,"54%","2011","CCO-0","Early Action",2018-02-24,2015-02-24
"936","CAFR0063-E","U.S. Forest","Green Assets","Green Assets – Middleton",5795,1378,"76%","2011","CCO-0","Early Action",2018-02-24,2015-02-24
"901","CAFR0040-B","U.S. Forest","The Conservation Fund","Garcia River Forest",81,81,"0%","2011","CCO-8","Early Action",2023-11-09,2015-11-09
"885","CAFR0040-B2","U.S. Forest","The Conservation Fund","Garcia River Forest",20190,0,"100%","2011","CCO-8","Early Action",2023-12-22,2015-12-22
"865","CAFR0002-A","U.S. Forest","Finite Carbon","Finite Carbon Farm Cove",195554,195554,"0%","2011","CCO-8","Compliance",2021-11-12,2013-11-12
"832","CAFR0080-C","U.S. Forest","Finite Carbon","Finite Carbon – The Forestland",38469,4889,"87%","2011","CCO-0","Early Action",2017-11-12,2014-11-12
"820","CAFR0088-B","U.S. Forest","Finite Carbon","Finite Carbon – Shannondale",2596,0,"100%","2011","CCO-0","Compliance",2018-09-08,2015-09-08
"798","CAFR0047-F","U.S. Forest","Finite Carbon","Finite Carbon – Potlatch Moro",28536,19483,"32%","2011","CCO-0","Early Action",2016-12-24,2013-12-24
"791","CAFR0116-E","U.S. Forest","Finite Carbon","Finite Carbon – NEFF",3082,2685,"13%","2011","CCO-8","Early Action",2024-02-23,2016-02-23
"735","CAFR0103-E","U.S. Forest","Finite Carbon","Finite Carbon – MWF",8918,0,"100%","2011","CCO-0","Compliance",2018-10-27,2015-10-27
"716","CAFR0087-B","U.S. Forest","Finite Carbon","Finite Carbon – Brosnan Forest",8764,0,"100%","2011","CCO-0","Compliance",2018-11-23,2015-11-23
"696","CALS0007-C","Livestock","Environmental Credit Corp","Fessenden Dairy",350,0,"100%","2011","CCO-8","Compliance",2022-03-25,2014-03-25
"673","CALS0024-B","Livestock","Camco International","Fair Oaks Dairy Farm, LLC",27105,603,"98%","2011","CCO-0","Early Action",2017-06-24,2014-06-24
"627","CAOD0016-B","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",150000,88573,"41%","2011","CCO-0","Early Action",2017-01-21,2014-01-21
"623","CAOD0016-B2","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",26882,25000,"7%","2011","CCO-0","Early Action",2017-05-13,2014-05-13
"605","CAOD0016-G2","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",34007,0,"100%","2011","CCO-8","Early Action",2023-10-13,2015-10-13
"601","CAOD0016-G","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",23118,0,"100%","2011","CCO-8","Early Action",2023-01-13,2015-01-13
"599","CAOD0017-G","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-CAR2011 Domestic",63474,38060,"40%","2011","CCO-8","Early Action",2023-01-13,2015-01-13
"597","CAOD0017-A2","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-CAR2011 Domestic",9980,0,"100%","2011","CCO-0","Early Action",2017-04-22,2014-04-22
"595","CAOD0017-B","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-CAR2011 Domestic",87641,54921,"37%","2011","CCO-0","Early Action",2017-01-21,2014-01-21
"593","CAOD0017-A","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-CAR2011 Domestic",37359,12359,"67%","2011","CCO-0","Early Action",2016-11-12,2013-11-12
"591","CAOD0017-G2","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-CAR2011 Domestic",50000,0,"100%","2011","CCO-8","Early Action",2023-10-13,2015-10-13
"589","CAOD0017-F","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-CAR2011 Domestic",67022,0,"100%","2011","CCO-0","Early Action",2017-11-25,2014-11-25
"587","CAOD0017-E","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-CAR2011 Domestic",117427,66142,"44%","2011","CCO-8","Early Action",2022-11-25,2014-11-25
"585","CAOD0017-D","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-CAR2011 Domestic",127688,70000,"45%","2011","CCO-8","Early Action",2022-11-25,2014-11-25
"583","CAOD0017-C","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-CAR2011 Domestic",87863,87863,"0%","2011","CCO-8","Early Action",2022-02-11,2014-02-11
"532","CAOD0006-B","Ozone Depleting Substances","Environmental Credit Corp","ECC-ODS-PA-003",114836,0,"100%","2011","CCO-0","Compliance",2016-11-12,2013-11-12
"531","CAOD0006-A","Ozone Depleting Substances","Environmental Credit Corp","ECC-ODS-PA-003",93638,77513,"17%","2011","CCO-0","Compliance",2016-11-12,2013-11-12
"528","CAOD0005-B","Ozone Depleting Substances","Environmental Credit Corp","ECC-ODS-PA-001",94621,94621,"0%","2011","CCO-8","Compliance",2022-01-21,2014-01-21
"526","CAOD0005-C","Ozone Depleting Substances","Environmental Credit Corp","ECC-ODS-PA-001",109653,30120,"73%","2011","CCO-8","Compliance",2022-11-25,2014-11-25
"521","CAOD0069-A","Ozone Depleting Substances","Environmental Credit Corp","ECC-ODS-CA-002",27951,7951,"72%","2011","CCO-8","Early Action",2023-01-13,2015-01-13
"404","CALS0015-A","Livestock","Camco International","District 45 Dairy",10633,10051,"5%","2011","CCO-0","Early Action",2017-02-11,2014-02-11
"375","CALS0082-D","Livestock","Native Energy","Dairy Dreams",13309,0,"100%","2011","CCO-0","Early Action",2018-10-27,2015-10-27
"373","CALS0086-A","Livestock","CSE","CSE AZ Facility I",7402,7402,"0%","2011","CCO-0","Compliance",2018-04-07,2015-04-07
"355","CALS0003-D","Livestock","Environmental Credit Corp","Coyne Farms",707,217,"69%","2011","CCO-8","Early Action",2022-02-25,2014-02-25
"329","CAMM0118-B","Mine Methane","Keyrock Energy Inc","Corinth Abandoned Mine",71398,0,"100%","2011","CCO-8","Early Action",2023-11-09,2015-11-09
"326","CAOD0089-B","Ozone Depleting Substances","A-Gas","Coolgas US ODS Project 1",72682,20000,"72%","2011","CCO-8","Early Action",2023-02-24,2015-02-24
"325","CAOD0089-A","Ozone Depleting Substances","A-Gas","Coolgas US ODS Project 1",125306,72520,"42%","2011","CCO-8","Early Action",2023-02-24,2015-02-24
"286","CALS0013-A","Livestock","Camco International","Central Sands Dairy LLC",11311,11311,"0%","2011","CCO-0","Compliance",2017-03-25,2014-03-25
"277","CAMM0115-D","Mine Methane","Vessels Coal Inc","Cambria 33 Abandoned Mine",30000,0,"100%","2011","CCO-3","Compliance",2019-08-31,2016-08-31
"228","CALS0036-A","Livestock","Origin Climate Inc.","Brook View Dairy",13486,0,"100%","2011","CCO-0","Early Action",2017-07-22,2014-07-22
"204","CALS0020-A","Livestock","Camco International","Bridgewater Dairy LLC",13249,0,"100%","2011","CCO-0","Compliance",2017-04-22,2014-04-22
"194","CALS0048-A","Livestock","Environmental Credit Corp","Bos Dairy",2331,2331,"0%","2011","CCO-0","Compliance",2017-06-10,2014-06-10
"183","CAFR0026-G","U.S. Forest","David Dicktel","Blue Source – Pungo River",2769,2769,"0%","2011","CCO-8","Early Action",2023-09-22,2015-09-22
"163","CAFR0031-G","U.S. Forest","Blue Source","Blue Source – Pocosin Lakes",23302,15000,"36%","2011","CCO-8","Compliance",2023-10-27,2015-10-27
"118","CAFR0029-B","U.S. Forest",NA,"Blue Source – Alligator River",160859,110241,"31%","2011","CCO-8","Compliance",2023-04-07,2015-04-07
"92","CAFR0041-C","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",38765,4765,"88%","2011","CCO-0","Compliance",2018-10-27,2015-10-27
"80","CAFR0041-C2","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",22613,0,"100%","2011","CCO-3","Compliance",2019-08-09,2016-08-09
"70","CAFR0041-C3","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",47119,12119,"74%","2011","CCO-3","Compliance",2019-08-31,2016-08-31
"52","CALS0117-C","Livestock","Aurora Ridge Dairy","Aurora Ridge",11271,0,"100%","2011","CCO-0","Early Action",2018-12-08,2015-12-08
"34","CAFR0105-F","U.S. Forest","Northeast Wilderness Trust","Alder Stream Preserve",612,0,"100%","2011","CCO-8","Early Action",2024-08-31,2016-08-31
"1738","CALS0060-A","Livestock","Environmental Credit Corp","Windy Ridge Dairy",5073,5073,"0%","2010","CCO-0","Compliance",2017-08-26,2014-08-26
"1698","CAFR0001-G","U.S. Forest","Coastal Ridges LLC","Willits Woods",122995,122995,"0%","2010","CCO-8","Compliance",2021-11-12,2013-11-12
"1657","CALS0010-B","Livestock","Environmental Credit Corp","Will-O-Crest Farms Livestock",1550,1550,"0%","2010","CCO-8","Compliance",2022-05-13,2014-05-13
"1635","CALS0014-E","Livestock","Camco International","West River Farm Anaerobic",19942,0,"100%","2010","CCO-0","Early Action",2018-12-22,2015-12-22
"1584","CAFR0102-D","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",24024,0,"100%","2010","CCO-3","Compliance",2019-08-31,2016-08-31
"1558","CAFR0058-E","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",15953,15953,"0%","2010","CCO-0","Early Action",2017-09-23,2014-09-23
"1531","CAMM0095-A","Mine Methane","Biothermica Coal Carbon Inc.","Vamox® Demonstration Project",25931,25931,"0%","2010","CCO-0","Early Action",2018-02-24,2015-02-24
"1516","CAFR0123-D","U.S. Forest","Usal Redwood","Usal Redwood Forest",234225,0,"100%","2010","CCO-3","Early Action",2019-08-09,2016-08-09
"1481","CAFR0049-I","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",18851,0,"100%","2010","CCO-3","Early Action",2019-08-09,2016-08-09
"1441","CALS0083-F","Livestock","Camco International","The Dry Creek Dairy",13601,0,"100%","2010","CCO-3","Compliance",2019-07-26,2016-07-26
"1439","CALS0099-A","Livestock","Cargill, Inc","The B6 Dairy Farm",9591,0,"100%","2010","CCO-8","Early Action",2023-07-21,2015-07-21
"1312","CALS0035-B","Livestock","Origin Climate Inc.","Scenic View Dairy",15000,0,"100%","2010","CCO-0","Early Action",2018-01-13,2015-01-13
"1263","CALS0012-E","Livestock","Camco International","Riverview Farm Anaerobic",26684,10779,"60%","2010","CCO-0","Compliance",2018-12-22,2015-12-22
"1257","CALS0009-A","Livestock","Environmental Credit Corp","Ridgecrest Dairy",815,815,"0%","2010","CCO-8","Early Action",2022-02-11,2014-02-11
"1218","CAOD0076-A","Ozone Depleting Substances","A-Gas","Pure Chem Domestic ODS",27437,0,"100%","2010","CCO-8","Compliance",2022-11-25,2014-11-25
"1185","CALS0032-C","Livestock","Origin Climate Inc.","Pagel's Ponderosa Dairy",9000,0,"100%","2010","CCO-0","Early Action",2018-09-22,2015-09-22
"1129","CALS0008-B","Livestock","Environmental Credit Corp","Miedema Dairy",1469,0,"100%","2010","CCO-8","Compliance",2023-09-08,2015-09-08
"1116","CAFR0073-D","U.S. Forest","Bascom Pacific","McCloud River",16192,0,"100%","2010","CCO-8","Compliance",2023-08-11,2015-08-11
"1072","CAFR0106-C","U.S. Forest","Northeast Wilderness Trust","Howland Research Forest",834,0,"100%","2010","CCO-8","Compliance",2024-08-31,2016-08-31
"1025","CALS0046-A","Livestock","Environmental Credit Corp","Hidden View Dairy",791,791,"0%","2010","CCO-0","Compliance",2017-05-13,2014-05-13
"1005","CAFR0042-D","U.S. Forest","The Conservation Fund","Gualala River Forest",18537,18537,"0%","2010",NA,"Compliance",NA,NA
"942","CAFR0063-D","U.S. Forest","Green Assets","Green Assets – Middleton",41237,0,"100%","2010","CCO-0","Early Action",2018-02-24,2015-02-24
"899","CAFR0040-A4","U.S. Forest","The Conservation Fund","Garcia River Forest",52500,20000,"62%","2010","CCO-8","Early Action",2024-08-31,2016-08-31
"891","CAFR0040-A2","U.S. Forest","The Conservation Fund","Garcia River Forest",20190,0,"100%","2010","CCO-8","Early Action",2024-05-24,2016-05-24
"887","CAFR0040-A","U.S. Forest","The Conservation Fund","Garcia River Forest",81,81,"0%","2010","CCO-8","Early Action",2023-11-09,2015-11-09
"881","CAFR0040-A3","U.S. Forest","The Conservation Fund","Garcia River Forest",48456,0,"100%","2010","CCO-8","Early Action",2024-08-09,2016-08-09
"856","CAFR0080-B","U.S. Forest","Finite Carbon","Finite Carbon – The Forestland",35396,35396,"0%","2010","CCO-0","Early Action",2017-11-12,2014-11-12
"816","CAFR0088-A","U.S. Forest","Finite Carbon","Finite Carbon – Shannondale",121213,0,"100%","2010","CCO-0","Compliance",2018-09-08,2015-09-08
"802","CAFR0047-E","U.S. Forest","Finite Carbon","Finite Carbon – Potlatch Moro",43690,43690,"0%","2010","CCO-0","Early Action",2016-12-24,2013-12-24
"790","CAFR0116-D","U.S. Forest","Finite Carbon","Finite Carbon – NEFF",3082,2685,"13%","2010","CCO-8","Early Action",2024-02-23,2016-02-23
"763","CAFR0103-D","U.S. Forest","Finite Carbon","Finite Carbon – MWF",8927,0,"100%","2010","CCO-0","Compliance",2018-10-27,2015-10-27
"715","CAFR0087-A","U.S. Forest","Finite Carbon","Finite Carbon – Brosnan Forest",254560,0,"100%","2010","CCO-0","Compliance",2018-11-23,2015-11-23
"692","CALS0007-B","Livestock","Environmental Credit Corp","Fessenden Dairy",980,980,"0%","2010","CCO-8","Compliance",2022-03-25,2014-03-25
"625","CAOD0016-C2","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",105000,0,"100%","2010","CCO-0","Early Action",2018-10-13,2015-10-13
"621","CAOD0016-A","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",49000,25000,"49%","2010","CCO-0","Early Action",2016-11-12,2013-11-12
"619","CAOD0016-E","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",138575,55000,"60%","2010","CCO-8","Early Action",2023-01-13,2015-01-13
"617","CAOD0016-C","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",72960,26768,"63%","2010","CCO-0","Early Action",2017-05-13,2014-05-13
"615","CAOD0016-D3","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",25000,0,"100%","2010","CCO-0","Early Action",2018-09-22,2015-09-22
"613","CAOD0016-D4","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",10000,0,"100%","2010","CCO-0","Early Action",2018-10-13,2015-10-13
"611","CAOD0016-D","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",192040,110000,"43%","2010","CCO-0","Early Action",2017-05-13,2014-05-13
"609","CAOD0016-D2","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",11940,11940,"0%","2010","CCO-0","Early Action",2017-11-25,2014-11-25
"607","CAOD0016-C3","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",75000,0,"100%","2010","CCO-0","Early Action",2019-06-21,2016-06-21
"603","CAOD0016-F","Ozone Depleting Substances","EOS Climate (Blue Source)","EOS-JA-09-01",103494,30089,"71%","2010","CCO-8","Early Action",2023-01-13,2015-01-13
"524","CAOD0005-A","Ozone Depleting Substances","Environmental Credit Corp","ECC-ODS-PA-001",1e+05,1e+05,"0%","2010","CCO-8","Compliance",2022-01-21,2014-01-21
"522","CAOD0005-A2","Ozone Depleting Substances","Environmental Credit Corp","ECC-ODS-PA-001",6398,2491,"61%","2010","CCO-8","Compliance",2022-02-11,2014-02-11
"376","CALS0082-C","Livestock","Native Energy","Dairy Dreams",384,0,"100%","2010","CCO-0","Early Action",2018-10-27,2015-10-27
"357","CALS0003-C","Livestock","Environmental Credit Corp","Coyne Farms",1267,1267,"0%","2010","CCO-8","Early Action",2022-02-25,2014-02-25
"334","CAMM0118-A","Mine Methane","Keyrock Energy Inc","Corinth Abandoned Mine",94393,30000,"68%","2010","CCO-8","Early Action",2023-11-09,2015-11-09
"230","CALS0036-C","Livestock","Origin Climate Inc.","Brook View Dairy",10000,0,"100%","2010","CCO-0","Early Action",2018-08-25,2015-08-25
"185","CAFR0026-F","U.S. Forest","David Dicktel","Blue Source – Pungo River",10838,0,"100%","2010","CCO-8","Early Action",2023-09-22,2015-09-22
"173","CAFR0026-F2","U.S. Forest","David Dicktel","Blue Source – Pungo River",650,567,"13%","2010","CCO-8","Early Action",2023-10-13,2015-10-13
"161","CAFR0031-F","U.S. Forest","Blue Source","Blue Source – Pocosin Lakes",23302,0,"100%","2010","CCO-8","Compliance",2023-10-27,2015-10-27
"151","CAFR0027-F","U.S. Forest","Blue Source","Blue Source – Noles South",4596,2298,"50%","2010","CCO-8","Compliance",2023-10-27,2015-10-27
"148","CAFR0028-F","U.S. Forest","Blue Source","Blue Source – Noles North",4826,0,"100%","2010","CCO-8","Early Action",2023-10-27,2015-10-27
"120","CAFR0029-A","U.S. Forest",NA,"Blue Source – Alligator River",89759,89759,"0%","2010","CCO-8","Compliance",2023-04-07,2015-04-07
"90","CAFR0041-E","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",1089,1089,"0%","2010","CCO-3","Compliance",2019-08-31,2016-08-31
"50","CALS0117-B","Livestock","Aurora Ridge Dairy","Aurora Ridge",10352,0,"100%","2010","CCO-0","Early Action",2018-12-08,2015-12-08
"35","CAFR0105-E","U.S. Forest","Northeast Wilderness Trust","Alder Stream Preserve",612,0,"100%","2010","CCO-8","Early Action",2024-08-31,2016-08-31
"1696","CAFR0001-F","U.S. Forest","Coastal Ridges LLC","Willits Woods",114795,114795,"0%","2009","CCO-8","Compliance",2021-11-12,2013-11-12
